"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003523800","Census Tract 5238, Allegheny County, Pennsylvania","2229","108","51728","3289","88.7","3.7","50876","2796","8.4","3.5","54836","4245","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.6","0.9","-","**","2.3","2.1","71691","52275","1.3","1.2","-","**","88.7","3.7","50876","2796","0.0","1.0","-","**","24.9","5.1","60870","14756","41.5","5.7","70305","22390","33.5","4.9","32786","5725","1153","125","75772","16463","28.0","5.3","70536","35395","72.0","5.3","76985","16513","81.8","8.2","83750","9776","14.9","7.4","50000","13382","3.3","3.9","-","**","1076","156","41476","6827","55.6","9.7","40114","9446","53.7","9.4","37024","9763","1.9","3.1","-","**","44.4","9.7","50313","20025","30.1","7.9","33750","9396","14.3","10.4","52070","12760","29.7","(X)","(X)","(X)","38.2","(X)","(X)","(X)","20.5","(X)","(X)","(X)",
"1400000US42003524000","Census Tract 5240, Allegheny County, Pennsylvania","1170","68","37857","5685","86.8","5.4","40227","5074","9.3","4.7","-","**","0.0","1.9","-","**","0.0","1.9","-","**","0.0","1.9","-","**","0.6","0.9","-","**","3.2","3.5","-","**","1.9","1.7","41111","28040","85.6","5.5","39688","6002","7.8","4.0","-","**","24.9","5.3","52457","6212","38.4","5.2","51208","5976","29.0","4.2","22813","5673","653","69","51799","5148","42.0","7.2","45156","15397","58.0","7.2","53922","4634","51.0","8.9","80391","11122","34.0","8.8","19583","12747","15.0","7.0","41806","7102","517","73","25417","9933","51.1","12.1","18500","14143","43.7","9.2","16176","8389","7.4","6.8","33947","18927","48.9","12.1","33906","17541","35.6","10.6","29583","15555","13.3","8.9","-","**","27.9","(X)","(X)","(X)","23.4","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"1400000US42003525100","Census Tract 5251, Allegheny County, Pennsylvania","973","54","79926","8785","96.4","2.5","79412","8509","1.1","1.3","-","**","0.0","2.3","-","**","2.5","2.6","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","96.4","2.5","79412","8509","0.4","0.7","-","**","28.9","4.1","80313","11299","44.7","4.5","97734","19152","26.0","3.4","43875","12759","541","55","98047","12603","30.9","6.7","95536","25316","69.1","6.7","105313","27943","81.0","6.4","112589","12573","12.9","5.4","61786","21699","6.1","3.8","60288","38886","432","75","60893","15087","59.7","10.0","49643","25209","55.8","10.4","39107","28064","3.9","3.7","79750","6805","40.3","10.0","82632","22093","26.9","9.0","-","**","13.4","7.7","-","**","22.1","(X)","(X)","(X)","25.0","(X)","(X)","(X)","17.1","(X)","(X)","(X)",
"1400000US42003525200","Census Tract 5252, Allegheny County, Pennsylvania","1207","76","50288","13835","100.0","1.8","50288","13835","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","100.0","1.8","50288","13835","2.4","1.7","-","**","28.4","6.7","69292","12416","29.2","4.9","53542","13008","39.9","5.6","31375","10083","543","74","66492","7736","28.2","11.7","64250","35727","71.8","11.7","66613","13632","70.0","10.0","68917","11288","24.1","8.1","53625","25742","5.9","6.6","-","**","664","111","29457","6029","74.8","8.6","25260","6022","69.1","8.0","22938","6035","5.7","4.6","88750","18112","25.2","8.6","51450","13184","25.2","8.6","51450","13184","0.0","3.3","-","**","28.9","(X)","(X)","(X)","33.9","(X)","(X)","(X)","24.8","(X)","(X)","(X)",
"1400000US42003525300","Census Tract 5253, Allegheny County, Pennsylvania","935","54","62460","5094","98.2","1.6","62097","5132","0.0","2.4","-","**","0.0","2.4","-","**","1.8","1.6","-","**","0.0","2.4","-","**","0.0","2.4","-","**","0.0","2.4","-","**","1.3","1.5","-","**","96.9","2.3","62083","6427","0.9","0.9","-","**","30.7","4.9","63565","5051","37.5","5.2","77656","16058","30.9","5.1","50694","10082","579","51","88688","15144","38.3","4.3","79167","24148","61.7","4.3","89712","18836","81.2","5.7","99750","23363","14.5","5.4","23125","17217","4.3","3.3","61042","37573","356","50","42368","15641","64.9","9.6","41544","17589","55.9","10.5","35938","20854","9.0","7.7","63977","7332","35.1","9.6","55375","23631","27.2","9.4","41369","17963","7.9","4.9","69500","16092","28.0","(X)","(X)","(X)","30.7","(X)","(X)","(X)","23.6","(X)","(X)","(X)",
"1400000US42003526101","Census Tract 5261.01, Allegheny County, Pennsylvania","2887","136","90256","8231","97.8","1.8","90564","7508","1.8","1.7","66083","54693","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.5","0.7","-","**","0.0","0.8","-","**","97.8","1.8","90564","7508","0.0","0.8","-","**","26.3","3.7","91711","14540","40.7","4.4","104398","11481","33.0","4.2","61538","16275","2079","149","107457","5305","36.2","4.8","106000","10499","63.8","4.8","108555","6381","91.6","4.2","110618","5835","6.1","4.0","64006","4263","2.3","2.1","-","**","808","172","42941","9941","56.8","13.3","38681","19772","52.8","13.3","38681","20133","4.0","4.3","-","**","43.2","13.3","51313","32994","24.4","9.8","40848","10312","18.8","10.7","90444","9114","33.0","(X)","(X)","(X)","32.2","(X)","(X)","(X)","35.0","(X)","(X)","(X)",
"1400000US42003526102","Census Tract 5261.02, Allegheny County, Pennsylvania","870","40","61818","9757","100.0","2.5","61818","9757","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","100.0","2.5","61818","9757","3.9","3.3","39000","26421","26.0","4.6","80446","20383","40.8","4.9","92708","20714","29.3","4.5","34712","7627","581","62","81480","6486","41.5","6.0","83510","5844","58.5","6.0","71429","13452","77.8","8.1","86071","9874","17.9","8.0","-","**","4.3","3.3","102679","73218","289","62","38882","10750","55.0","10.3","34792","16808","42.9","11.0","-","**","12.1","8.4","36477","30493","45.0","10.3","56667","16033","28.7","9.9","-","**","16.3","10.6","58750","10396","30.0","(X)","(X)","(X)","29.1","(X)","(X)","(X)","31.8","(X)","(X)","(X)",
"1400000US42003526201","Census Tract 5262.01, Allegheny County, Pennsylvania","1486","62","71296","5701","95.3","2.6","72783","5547","2.6","2.0","56125","18187","0.0","1.5","-","**","0.0","1.5","-","**","0.0","1.5","-","**","0.5","1.0","-","**","1.5","1.3","68750","29565","1.4","1.7","-","**","94.4","2.8","72454","5764","1.2","1.2","53500","39439","22.3","3.4","103295","22276","44.8","4.3","77500","6779","31.7","3.4","46484","12490","1080","74","85000","9481","40.0","5.0","106250","16709","60.0","5.0","74732","10856","83.0","6.1","102188","21366","14.1","5.7","56429","2759","3.0","2.6","-","**","406","84","30978","7223","57.6","11.7","-","**","57.6","11.7","-","**","0.0","5.4","-","**","42.4","11.7","31848","8122","39.7","11.2","31250","6139","2.7","4.2","-","**","26.6","(X)","(X)","(X)","28.7","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1400000US42003526202","Census Tract 5262.02, Allegheny County, Pennsylvania","1881","123","67557","13623","96.2","3.1","65662","12709","2.7","2.7","-","**","0.0","1.2","-","**","1.1","1.9","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.0","1.2","-","**","1.3","2.0","-","**","94.9","3.6","67426","13129","1.4","2.0","-","**","23.7","3.8","77941","11156","43.9","4.8","74408","24338","31.0","3.7","35150","13707","1354","116","72138","9446","41.2","7.9","77633","15034","58.8","7.9","70625","12734","79.6","8.4","78561","9686","12.6","6.4","30528","13728","7.8","5.1","77750","17505","527","163","31890","9976","62.0","16.6","29779","14751","60.2","16.4","29044","14225","1.9","3.4","-","**","38.0","16.6","-","**","29.0","16.2","30610","21091","8.9","7.9","111250","37385","26.4","(X)","(X)","(X)","28.6","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"1400000US42003526301","Census Tract 5263.01, Allegheny County, Pennsylvania","1695","44","68787","5973","95.9","2.8","70545","5857","2.8","2.1","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","1.3","1.9","-","**","0.0","1.3","-","**","95.9","2.8","70545","5857","0.0","1.3","-","**","26.0","3.7","88958","12750","36.1","3.1","82315","12149","37.9","3.3","41625","2187","1314","83","79375","6044","37.9","4.8","87500","21529","62.1","4.8","74057","4624","85.0","5.3","86086","8320","12.5","5.3","53333","39047","2.5","2.3","48750","27294","381","86","36125","6629","71.4","13.5","30500","16159","67.2","13.8","30250","16439","4.2","4.8","-","**","28.6","13.5","41128","2021","22.6","12.7","40427","5892","6.0","5.8","-","**","27.4","(X)","(X)","(X)","30.4","(X)","(X)","(X)","16.8","(X)","(X)","(X)",
"1400000US42003526302","Census Tract 5263.02, Allegheny County, Pennsylvania","2220","116","64647","4327","97.5","2.2","65043","5129","2.0","2.0","63813","37415","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.5","0.8","-","**","0.0","1.0","-","**","0.5","0.9","-","**","96.9","2.2","64861","5218","2.9","3.0","70278","29818","37.0","5.3","65744","12375","32.8","4.4","75966","16202","27.3","4.9","40391","22148","1463","138","73125","9805","37.8","6.7","76542","11470","62.2","6.7","67331","13244","85.4","5.9","75435","8953","6.0","4.0","28125","8269","8.5","4.6","-","**","757","150","50405","12605","60.4","11.6","42173","5874","51.9","10.6","40942","3875","8.5","6.3","82778","16688","39.6","11.6","62881","5103","31.4","11.4","61667","15724","8.2","6.1","99868","12323","23.5","(X)","(X)","(X)","23.5","(X)","(X)","(X)","23.5","(X)","(X)","(X)",
"1400000US42003550900","Census Tract 5509, Allegheny County, Pennsylvania","722","76","20222","3090","46.0","7.6","22083","6460","44.2","6.7","20694","7054","0.0","3.1","-","**","1.0","1.4","-","**","0.0","3.1","-","**","3.6","5.4","-","**","5.3","3.9","-","**","0.0","3.1","-","**","46.0","7.6","22083","6460","5.8","4.4","18500","8651","27.4","7.9","14773","10809","49.9","7.6","23929","17470","16.9","3.2","21429","15227","380","64","36500","16623","39.2","12.7","-","**","60.8","12.7","43819","5065","32.6","10.5","58214","8020","53.4","11.1","17802","5302","13.9","9.1","41607","12632","342","70","15459","3147","33.3","12.1","20455","7980","28.9","11.0","20114","10879","4.4","5.1","-","**","66.7","12.1","13600","4084","62.6","12.7","14300","3813","4.1","5.5","-","**","32.7","(X)","(X)","(X)","28.2","(X)","(X)","(X)","36.0","(X)","(X)","(X)",
"1400000US42003551200","Census Tract 5512, Allegheny County, Pennsylvania","1684","130","21441","4552","67.9","6.0","33125","8155","27.7","6.1","9698","8233","0.7","1.2","-","**","1.7","2.6","-","**","0.0","1.3","-","**","0.7","1.1","-","**","1.3","1.7","-","**","2.7","2.2","-","**","66.6","6.1","33125","7900","2.1","2.3","2,500-","***","33.9","6.7","21250","17174","39.2","6.3","23837","13962","24.8","3.8","20929","6080","816","115","35455","10928","46.4","8.3","11708","6164","53.6","8.3","57426","20238","48.8","9.7","63235","14666","38.5","10.9","12083","4652","12.7","8.8","2,500-","***","868","142","16641","5521","58.5","9.8","11809","5333","56.5","9.8","11330","4419","2.1","2.3","-","**","41.5","9.8","23430","9256","35.0","9.5","22965","6352","6.5","5.6","-","**","31.4","(X)","(X)","(X)","31.0","(X)","(X)","(X)","25.9","(X)","(X)","(X)",
"1400000US42003551300","Census Tract 5513, Allegheny County, Pennsylvania","1234","103","50700","9416","92.2","5.1","51000","9595","5.1","4.4","-","**","0.6","0.9","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","2.1","2.0","-","**","1.8","1.9","-","**","91.5","5.1","50550","9433","0.0","1.8","-","**","26.8","5.6","46550","37216","42.0","4.9","69286","16901","31.2","3.7","37583","6001","813","90","63287","8463","32.0","7.7","55603","48640","68.0","7.7","68698","6710","66.3","9.1","75040","7659","31.5","9.2","-","**","2.2","2.4","-","**","421","109","29625","8929","52.0","13.4","23083","7718","40.4","12.2","25278","9168","11.6","10.8","-","**","48.0","13.4","42833","10455","35.9","12.0","33750","23434","12.1","8.2","-","**","32.2","(X)","(X)","(X)","32.8","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"1400000US42003551900","Census Tract 5519, Allegheny County, Pennsylvania","968","79","13353","1409","48.8","6.2","14577","2371","44.1","8.0","12760","3714","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","1.7","2.5","-","**","5.5","5.3","2,500-","***","2.2","2.6","-","**","48.2","6.3","14673","2476","17.4","8.3","11190","4579","19.5","9.2","14448","11236","39.0","9.5","13811","5138","24.1","6.9","13750","3240","270","70","13400","4427","51.1","13.1","10313","7556","48.9","13.1","31406","14979","33.3","11.7","30455","16955","64.8","11.7","11469","3506","1.9","2.8","-","**","698","97","13116","1678","51.1","11.6","13495","2939","43.3","11.6","12917","2405","7.9","7.1","30580","11249","48.9","11.6","12884","4082","44.6","14.4","12232","4966","4.3","5.2","-","**","33.9","(X)","(X)","(X)","35.9","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"1400000US42003552000","Census Tract 5520, Allegheny County, Pennsylvania","1043","96","36144","4802","55.2","8.9","34750","5938","34.2","7.5","36728","12516","0.6","1.1","-","**","3.3","3.0","-","**","0.0","2.1","-","**","0.0","2.1","-","**","6.7","4.3","-","**","4.6","4.6","-","**","53.6","8.6","33688","5682","0.0","2.1","-","**","39.0","6.0","37316","11965","37.3","5.9","36250","7966","23.7","3.5","32981","20184","658","92","42344","6081","53.0","8.5","37228","11198","47.0","8.5","51250","28817","40.4","10.5","65167","22473","42.6","8.9","24514","12003","17.0","11.8","-","**","385","94","19137","4787","51.7","15.3","23375","13394","49.6","15.4","22396","11442","2.1","4.3","-","**","48.3","15.3","11550","2885","46.0","15.3","11325","2617","2.3","3.3","-","**","41.7","(X)","(X)","(X)","42.7","(X)","(X)","(X)","30.9","(X)","(X)","(X)",
"1400000US42003552100","Census Tract 5521, Allegheny County, Pennsylvania","514","68","15137","2308","14.6","7.4","11131","2698","85.4","7.4","15702","1919","0.0","4.3","-","**","0.0","4.3","-","**","0.0","4.3","-","**","0.0","4.3","-","**","0.0","4.3","-","**","0.0","4.3","-","**","14.6","7.4","11131","2698","1.6","2.3","-","**","49.6","7.7","15692","1730","24.1","5.9","-","**","24.7","5.5","15662","6082","206","75","13629","4194","70.4","22.5","-","**","29.6","22.5","-","**","5.8","7.4","-","**","79.1","19.6","11685","10952","15.0","17.8","-","**","308","91","17935","8993","42.9","15.6","12083","5450","36.4","14.3","11042","3204","6.5","6.0","31250","18340","57.1","15.6","25583","15955","37.7","21.3","-","**","19.5","16.7","25583","8668","41.2","(X)","(X)","(X)","27.2","(X)","(X)","(X)","50.6","(X)","(X)","(X)",
"1400000US42003552200","Census Tract 5522, Allegheny County, Pennsylvania","462","78","24688","10451","87.0","9.6","27625","11290","11.5","9.2","-","**","0.0","4.7","-","**","0.0","4.7","-","**","0.0","4.7","-","**","0.0","4.7","-","**","1.5","2.2","-","**","3.7","3.9","-","**","83.3","9.9","27813","11481","8.9","8.4","15938","15879","13.6","9.2","49115","12821","45.2","9.9","34107","11259","32.3","10.2","21369","3301","145","42","29904","13923","26.9","12.6","35938","23467","73.1","12.6","29615","13570","58.6","16.1","35795","19071","35.9","15.3","33750","21666","5.5","7.9","-","**","317","81","23406","5725","45.1","12.7","22781","6732","42.9","12.5","22563","9154","2.2","3.5","-","**","54.9","12.7","35938","26621","30.3","14.3","21833","20107","24.6","15.2","48333","21228","34.8","(X)","(X)","(X)","25.5","(X)","(X)","(X)","39.1","(X)","(X)","(X)",
"1400000US42003552300","Census Tract 5523, Allegheny County, Pennsylvania","898","91","22659","2606","40.1","6.6","21000","8013","54.8","6.2","23947","3876","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.6","0.9","-","**","4.6","4.1","21174","546","2.4","2.4","76136","36982","38.2","6.5","18839","7930","3.0","4.0","-","**","26.5","5.9","21228","3901","46.4","6.8","26250","10054","24.1","4.9","23790","3390","498","85","28487","7998","40.2","10.4","27639","9638","59.8","10.4","29250","25142","34.9","9.4","63750","24057","56.6","9.6","21563","9544","8.4","6.1","-","**","400","82","21125","3150","56.5","11.9","14868","3676","55.3","11.8","15197","5650","1.3","2.1","-","**","43.5","11.9","22136","3914","39.3","12.4","21750","2844","4.3","4.0","48250","40893","38.3","(X)","(X)","(X)","45.4","(X)","(X)","(X)","25.8","(X)","(X)","(X)",
"1400000US42003552400","Census Tract 5524, Allegheny County, Pennsylvania","1294","129","38750","7253","88.8","4.8","38932","5772","8.8","3.4","28750","17762","0.0","1.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","2.4","3.7","-","**","0.8","1.1","-","**","88.0","4.9","38672","6206","5.4","3.5","22222","19726","21.0","5.9","55667","22383","41.2","6.2","52765","10431","32.4","3.8","24777","6364","738","106","56818","9840","38.2","10.1","55375","7231","61.8","10.1","67823","16359","55.3","10.1","74919","11251","24.4","10.6","44318","20026","20.3","9.6","59464","41460","556","114","20116","3355","59.5","13.2","19508","5192","49.5","14.3","18068","2930","10.1","6.4","29545","24464","40.5","13.2","20625","5308","38.5","12.7","20221","5009","2.0","3.1","-","**","32.8","(X)","(X)","(X)","38.6","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"1400000US42003560400","Census Tract 5604, Allegheny County, Pennsylvania","883","81","29971","5990","34.2","6.2","27969","6096","62.4","6.2","32835","6059","0.5","0.7","-","**","0.5","0.6","-","**","0.0","2.5","-","**","0.5","0.6","-","**","2.0","3.1","-","**","1.0","1.0","-","**","33.6","6.2","28359","6967","12.2","5.7","-","**","27.9","6.1","40481","13747","42.1","7.1","30278","7650","17.8","5.1","24464","14979","269","74","35547","6837","37.9","13.6","25595","12548","62.1","13.6","40927","6296","42.8","17.3","41576","7869","45.0","15.5","29844","10031","12.3","8.0","60114","29134","614","93","26806","6647","52.8","8.4","28750","3690","36.0","7.1","26635","6340","16.8","7.9","-","**","47.2","8.4","23056","9695","37.6","8.9","23264","8275","9.6","7.2","-","**","47.1","(X)","(X)","(X)","57.6","(X)","(X)","(X)","42.5","(X)","(X)","(X)",
"1400000US42003560500","Census Tract 5605, Allegheny County, Pennsylvania","1299","108","53059","8803","86.9","6.7","60048","15993","9.5","6.4","40089","18315","0.7","1.2","-","**","2.3","2.0","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.5","0.8","-","**","0.5","0.8","-","**","86.9","6.7","60048","15993","2.7","3.6","-","**","52.8","6.1","51250","16245","32.6","5.0","70833","12171","11.9","3.8","41563","9744","454","81","107708","19679","30.4","8.1","163750","102275","69.6","8.1","103333","15069","86.8","8.6","115625","19358","8.1","7.1","51016","30941","5.1","5.5","-","**","845","123","40243","6137","64.0","10.2","40182","6076","48.2","9.1","38625","5227","15.9","8.3","49545","42196","36.0","10.2","40395","19208","21.8","9.4","27891","12681","14.2","6.1","68056","25457","15.2","(X)","(X)","(X)","20.0","(X)","(X)","(X)","12.7","(X)","(X)","(X)",
"1400000US42003560600","Census Tract 5606, Allegheny County, Pennsylvania","490","62","25750","8361","24.3","7.9","38393","13796","65.5","10.5","18185","3914","0.0","4.5","-","**","3.3","5.0","-","**","0.0","4.5","-","**","0.0","4.5","-","**","6.9","9.6","-","**","0.0","4.5","-","**","24.3","7.9","38393","13796","1.0","1.4","-","**","28.8","11.8","41750","11628","48.2","10.8","25500","13156","22.0","7.1","17188","4454","142","56","31667","7000","32.4","13.0","-","**","67.6","13.0","31389","6622","27.5","18.5","31458","7384","72.5","18.5","-","**","0.0","14.6","-","**","348","73","21607","7575","62.1","13.6","20278","12275","49.4","14.1","16250","4695","12.6","12.9","51417","6477","37.9","13.6","24000","14859","30.5","13.8","19375","9598","7.5","6.6","44231","12139","48.6","(X)","(X)","(X)","57.7","(X)","(X)","(X)","44.8","(X)","(X)","(X)",
"1400000US42003561000","Census Tract 5610, Allegheny County, Pennsylvania","538","67","31585","4912","23.4","7.1","51739","27184","71.0","8.0","28833","5154","0.0","4.1","-","**","0.0","4.1","-","**","0.0","4.1","-","**","0.0","4.1","-","**","5.6","4.9","-","**","1.3","2.0","-","**","23.4","7.1","51739","27184","4.3","4.3","31250","18440","38.8","9.9","26513","7967","41.4","10.3","30208","12295","15.4","6.6","41875","15264","305","63","30260","5542","51.1","15.6","20968","5266","48.9","15.6","47986","17898","19.3","11.0","84625","16809","61.3","15.1","23558","6357","19.3","11.8","-","**","233","67","31979","12893","60.5","16.1","32396","12512","45.5","15.1","27500","10669","15.0","9.6","52396","2383","39.5","16.1","-","**","36.9","15.8","-","**","2.6","4.0","-","**","42.9","(X)","(X)","(X)","52.8","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"1400000US42003561100","Census Tract 5611, Allegheny County, Pennsylvania","409","47","20262","4953","6.1","4.8","25313","20882","84.1","9.0","20938","2631","0.0","5.3","-","**","0.0","5.3","-","**","0.0","5.3","-","**","0.0","5.3","-","**","9.8","7.7","8793","616","0.0","5.3","-","**","6.1","4.8","25313","20882","6.1","4.7","8958","6174","25.4","8.4","21397","7934","42.1","8.8","26250","22043","26.4","5.9","15417","7127","203","46","22148","14695","51.2","11.4","21058","11801","48.8","11.4","34063","12998","37.4","15.8","46429","6267","44.8","17.1","21597","6384","17.7","13.2","13846","3477","206","49","11429","3727","56.3","14.0","13889","5982","53.4","13.9","13056","5604","2.9","3.9","-","**","43.7","14.0","9239","5520","39.8","13.3","9022","871","3.9","4.5","-","**","49.6","(X)","(X)","(X)","52.7","(X)","(X)","(X)","46.6","(X)","(X)","(X)",
"1400000US42003561200","Census Tract 5612, Allegheny County, Pennsylvania","520","61","32054","7063","9.2","6.1","30625","11368","83.3","8.2","35288","8004","0.0","4.2","-","**","0.0","4.2","-","**","0.0","4.2","-","**","0.0","4.2","-","**","7.5","6.5","-","**","6.2","6.0","-","**","6.2","3.9","-","**","1.2","1.6","-","**","38.8","10.9","35938","9565","36.2","9.0","14655","9981","23.8","7.7","45625","9308","343","65","37109","7515","25.7","12.3","10726","2631","74.3","12.3","41738","5301","23.0","9.4","64688","34481","46.1","12.9","29423","21625","30.9","12.6","31250","28249","177","53","15208","14981","35.6","18.7","-","**","28.2","15.8","-","**","7.3","11.8","-","**","64.4","18.7","-","**","58.2","18.9","14526","9922","6.2","8.3","-","**","55.2","(X)","(X)","(X)","61.5","(X)","(X)","(X)","42.9","(X)","(X)","(X)",
"1400000US42003561400","Census Tract 5614, Allegheny County, Pennsylvania","2367","161","34147","5822","20.4","4.5","49688","20528","72.9","7.1","31655","2646","0.0","0.9","-","**","0.9","1.1","-","**","0.0","0.9","-","**","3.1","3.4","-","**","2.7","4.4","-","**","4.5","3.9","39358","23456","18.9","4.1","48594","16149","5.6","3.7","37708","18481","22.8","5.8","33777","12602","46.6","6.3","32700","11031","25.0","4.6","37902","17359","831","205","55474","17031","45.0","12.8","33777","30666","55.0","12.8","63107","7964","47.9","12.7","64146","11169","50.3","12.6","32553","28410","1.8","3.1","-","**","1536","235","31263","2280","64.7","9.1","29355","6388","52.8","10.9","24288","7653","11.9","8.4","38698","7442","35.3","9.1","38571","12305","34.6","9.2","37589","12191","0.7","1.2","-","**","42.8","(X)","(X)","(X)","48.5","(X)","(X)","(X)","39.7","(X)","(X)","(X)",
"1400000US42003561500","Census Tract 5615, Allegheny County, Pennsylvania","1620","136","29091","7509","32.7","5.8","34286","15073","52.9","7.5","26995","10319","0.0","1.4","-","**","5.8","3.9","-","**","0.0","1.4","-","**","0.0","1.4","-","**","8.6","5.9","-","**","0.0","1.4","-","**","32.7","5.8","34286","15073","6.1","4.7","-","**","23.8","6.7","28021","17032","37.2","7.6","38004","8180","32.9","4.4","26629","4103","697","114","28702","8845","30.6","9.2","16696","15269","69.4","9.2","43333","8209","50.1","11.5","51250","8349","34.0","12.3","24487","3634","15.9","9.8","-","**","923","165","25841","5833","68.1","11.0","29583","8528","63.6","10.6","28393","8776","4.6","3.1","-","**","31.9","11.0","17763","7184","30.7","10.9","17365","5559","1.2","1.8","-","**","37.5","(X)","(X)","(X)","34.6","(X)","(X)","(X)","33.8","(X)","(X)","(X)",
"1400000US42003561600","Census Tract 5616, Allegheny County, Pennsylvania","836","57","37586","5669","73.4","8.8","43056","6884","21.9","8.0","16250","5714","0.0","2.7","-","**","0.0","2.7","-","**","0.0","2.7","-","**","0.0","2.7","-","**","4.7","3.9","16250","8454","0.6","1.1","-","**","72.8","8.9","43750","7009","8.1","6.2","-","**","33.6","7.3","43295","6680","39.6","6.3","37583","11050","18.7","3.2","23750","13164","460","77","41471","9456","41.7","7.5","33500","19662","58.3","7.5","57500","18679","47.8","9.1","64250","25091","40.4","10.3","34875","9720","11.7","6.2","-","**","376","81","23409","13836","62.2","13.8","22500","11509","44.7","13.4","18333","12960","17.6","11.2","-","**","37.8","13.8","33333","31552","23.4","11.7","14632","7550","14.4","8.2","45357","6846","34.9","(X)","(X)","(X)","40.7","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
